experimentId,scenario,runId,deviceId,deviceType,sequence,sensorTimestamp,edgeReceivedTimestamp,normalizedTimestamp,filteredTimestamp,anomalyTimestamp,cloudReceivedTimestamp,temperature,vibration,rpm,current,load,pressure,flowRate,speed,motorCurrent,level,inletFlow,outletFlow,valveState,status,isAnomaly,anomalyType
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-001,motor,1,2026-01-01T00:00:00.000000Z,,,,,,62.164,0.2284,1449.856,8.2323,58.6055,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-002,motor,1,2026-01-01T00:00:00.011111Z,,,,,,61.6378,0.2398,1464.828,7.7671,47.3394,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-003,motor,1,2026-01-01T00:00:00.022222Z,,,,,,61.3939,0.342,1448.7862,8.7187,58.783,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-004,motor,1,2026-01-01T00:00:00.033333Z,,,,,,64.5125,0.3489,1437.1778,9.0236,66.4367,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-005,motor,1,2026-01-01T00:00:00.044444Z,,,,,,58.2127,0.2235,1458.4519,8.8674,67.3534,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-006,motor,1,2026-01-01T00:00:00.055556Z,,,,,,58.8971,0.2373,1430.8904,7.9236,47.6375,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-007,motor,1,2026-01-01T00:00:00.066667Z,,,,,,58.5229,0.3231,1449.0652,8.4773,59.402,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-008,motor,1,2026-01-01T00:00:00.077778Z,,,,,,60.076,0.2766,1459.3967,8.893,63.9913,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-009,motor,1,2026-01-01T00:00:00.088889Z,,,,,,57.8295,0.2605,1441.1064,8.9469,66.6309,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S1_EDGE_PASS_THROUGH,s1_90_normal_rep1_smoke_20260504_004509,motor-010,motor,1,2026-01-01T00:00:00.100000Z,,,,,,61.8385,0.2002,1446.389,9.2419,64.9574,,,,,,,,,NORMAL,False,
