experimentId,scenario,runId,deviceId,deviceType,sequence,sensorTimestamp,edgeReceivedTimestamp,normalizedTimestamp,filteredTimestamp,anomalyTimestamp,cloudReceivedTimestamp,temperature,vibration,rpm,current,load,pressure,flowRate,speed,motorCurrent,level,inletFlow,outletFlow,valveState,status,isAnomaly,anomalyType
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-001,motor,1,2026-01-01T00:00:00.000000Z,,,,,,58.8747,0.2785,1460.2252,7.5882,49.1948,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-002,motor,1,2026-01-01T00:00:00.011111Z,,,,,,63.548,0.2029,1459.127,8.1515,51.7303,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-003,motor,1,2026-01-01T00:00:00.022222Z,,,,,,58.0705,0.2579,1437.6486,8.3374,58.0845,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-004,motor,1,2026-01-01T00:00:00.033333Z,,,,,,59.0754,0.2869,1452.3509,7.9206,53.9116,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-005,motor,1,2026-01-01T00:00:00.044444Z,,,,,,64.0621,0.2406,1438.6058,8.4897,58.3286,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-006,motor,1,2026-01-01T00:00:00.055556Z,,,,,,59.5668,0.2754,1438.9709,8.7846,60.594,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-007,motor,1,2026-01-01T00:00:00.066667Z,,,,,,62.1776,0.2347,1454.3407,8.4118,57.0204,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-008,motor,1,2026-01-01T00:00:00.077778Z,,,,,,59.6881,0.229,1445.6294,8.6959,63.0553,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-009,motor,1,2026-01-01T00:00:00.088889Z,,,,,,61.5553,0.2298,1461.009,7.3412,44.6086,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-010,motor,1,2026-01-01T00:00:00.100000Z,,,,,,57.3194,0.2651,1453.2918,8.6859,58.2948,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-011,motor,1,2026-01-01T00:00:00.111111Z,,,,,,63.1394,0.1907,1437.5806,8.2797,55.0814,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-012,motor,1,2026-01-01T00:00:00.122222Z,,,,,,61.2838,0.2643,1443.4671,8.7746,61.0964,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-013,motor,1,2026-01-01T00:00:00.133333Z,,,,,,61.6647,0.2342,1441.978,8.922,63.561,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-014,motor,1,2026-01-01T00:00:00.144444Z,,,,,,64.1367,0.2398,1437.0193,8.381,59.3228,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-015,motor,1,2026-01-01T00:00:00.155556Z,,,,,,61.8225,0.3318,1454.6353,8.153,53.4466,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-016,motor,1,2026-01-01T00:00:00.166667Z,,,,,,60.9449,0.2045,1454.1294,7.7664,50.8284,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-017,motor,1,2026-01-01T00:00:00.177778Z,,,,,,63.2985,0.2269,1449.8329,8.225,55.8445,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-018,motor,1,2026-01-01T00:00:00.188889Z,,,,,,63.2954,0.3048,1438.5608,8.1015,54.6561,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-019,motor,1,2026-01-01T00:00:00.200000Z,,,,,,62.3886,0.3612,1452.0634,8.3173,55.726,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-020,motor,1,2026-01-01T00:00:00.211111Z,,,,,,58.7443,0.2265,1440.504,7.9966,48.9337,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-021,motor,1,2026-01-01T00:00:00.222222Z,,,,,,64.6209,0.2421,1438.6731,8.4099,56.6961,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-022,motor,1,2026-01-01T00:00:00.233333Z,,,,,,64.2995,0.3039,1454.2287,8.9337,63.2333,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-023,motor,1,2026-01-01T00:00:00.244444Z,,,,,,62.0243,0.2524,1457.7593,9.273,63.9007,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-024,motor,1,2026-01-01T00:00:00.255556Z,,,,,,57.3785,0.3741,1449.7895,9.4755,67.178,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-025,motor,1,2026-01-01T00:00:00.266667Z,,,,,,59.1583,0.3264,1443.4278,8.2045,48.2469,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-026,motor,1,2026-01-01T00:00:00.277778Z,,,,,,63.8259,0.1929,1436.5058,8.4955,58.9335,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-027,motor,1,2026-01-01T00:00:00.288889Z,,,,,,61.2661,0.2451,1457.4394,7.8379,48.2839,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_005251,motor-028,motor,1,2026-01-01T00:00:00.300000Z,,,,,,60.8606,0.2643,1448.3127,9.0629,62.0945,,,,,,,,,NORMAL,False,
