experimentId,scenario,runId,deviceId,deviceType,sequence,sensorTimestamp,edgeReceivedTimestamp,normalizedTimestamp,filteredTimestamp,anomalyTimestamp,cloudReceivedTimestamp,temperature,vibration,rpm,current,load,pressure,flowRate,speed,motorCurrent,level,inletFlow,outletFlow,valveState,status,isAnomaly,anomalyType
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-001,motor,1,2026-01-01T00:00:00.000000Z,,,,,,59.127,0.2172,1452.6325,8.5434,55.1698,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-002,motor,1,2026-01-01T00:00:00.011111Z,,,,,,61.4394,0.2326,1457.1004,9.2702,67.9329,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-003,motor,1,2026-01-01T00:00:00.022222Z,,,,,,60.8838,0.2715,1458.5637,7.6452,44.7696,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-004,motor,1,2026-01-01T00:00:00.033333Z,,,,,,63.1438,0.3082,1444.2376,7.9434,53.3231,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-005,motor,1,2026-01-01T00:00:00.044444Z,,,,,,64.3006,0.2297,1449.1008,7.7188,47.0721,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-006,motor,1,2026-01-01T00:00:00.055556Z,,,,,,58.0844,0.3554,1458.1549,8.1043,52.8087,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-007,motor,1,2026-01-01T00:00:00.066667Z,,,,,,60.0937,0.2356,1443.6591,8.6689,65.0382,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-008,motor,1,2026-01-01T00:00:00.077778Z,,,,,,57.7516,0.3005,1435.0014,9.0713,66.4737,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-009,motor,1,2026-01-01T00:00:00.088889Z,,,,,,58.7022,0.2908,1462.0976,7.417,43.3632,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-010,motor,1,2026-01-01T00:00:00.100000Z,,,,,,62.691,0.2864,1443.9798,8.8076,57.0673,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-011,motor,1,2026-01-01T00:00:00.111111Z,,,,,,58.5609,0.2011,1445.2924,9.2017,68.6938,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-012,motor,1,2026-01-01T00:00:00.122222Z,,,,,,63.8378,0.3277,1429.6171,8.7127,67.6148,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-013,motor,1,2026-01-01T00:00:00.133333Z,,,,,,59.5869,0.238,1468.1137,8.0845,51.0487,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S0_CLOUD_ONLY,s0_90_normal_rep1_smoke_20260504_012304,motor-014,motor,1,2026-01-01T00:00:00.144444Z,,,,,,60.2487,0.2193,1437.212,7.6382,48.663,,,,,,,,,NORMAL,False,
