experimentId,scenario,runId,deviceId,deviceType,sequence,sensorTimestamp,edgeReceivedTimestamp,normalizedTimestamp,filteredTimestamp,anomalyTimestamp,cloudReceivedTimestamp,temperature,vibration,rpm,current,load,pressure,flowRate,speed,motorCurrent,level,inletFlow,outletFlow,valveState,status,isAnomaly,anomalyType
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-001,motor,1,2026-01-01T00:00:00.000000Z,,,,,,58.4017,0.3015,1429.5086,8.7699,64.1838,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-002,motor,1,2026-01-01T00:00:00.011111Z,,,,,,60.4358,0.1956,1442.8096,7.6671,48.0761,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-003,motor,1,2026-01-01T00:00:00.022222Z,,,,,,62.9029,0.2971,1468.958,7.6463,44.7559,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-004,motor,1,2026-01-01T00:00:00.033333Z,,,,,,63.3269,0.1928,1461.2067,8.2288,54.3634,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-005,motor,1,2026-01-01T00:00:00.044444Z,,,,,,62.5338,0.3539,1445.2419,9.2192,66.4242,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-006,motor,1,2026-01-01T00:00:00.055556Z,,,,,,58.474,0.2751,1455.8261,8.4541,55.8344,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-007,motor,1,2026-01-01T00:00:00.066667Z,,,,,,58.5453,0.2739,1443.5752,8.3045,51.9695,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-008,motor,1,2026-01-01T00:00:00.077778Z,,,,,,57.6413,0.3123,1445.5391,7.7761,50.4971,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-009,motor,1,2026-01-01T00:00:00.088889Z,,,,,,59.8948,0.244,1465.7394,7.7087,51.2359,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-010,motor,1,2026-01-01T00:00:00.100000Z,,,,,,57.5526,0.338,1439.2238,8.9238,65.3575,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-011,motor,1,2026-01-01T00:00:00.111111Z,,,,,,57.5922,0.2608,1471.2803,7.5847,42.9959,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-012,motor,1,2026-01-01T00:00:00.122222Z,,,,,,64.2784,0.2672,1448.3795,8.2552,60.7021,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-013,motor,1,2026-01-01T00:00:00.133333Z,,,,,,61.6165,0.3369,1453.4049,9.2449,67.6198,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-014,motor,1,2026-01-01T00:00:00.144444Z,,,,,,59.6041,0.2095,1461.711,7.7239,49.1131,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-015,motor,1,2026-01-01T00:00:00.155556Z,,,,,,60.0762,0.2438,1436.6441,8.627,62.0147,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-016,motor,1,2026-01-01T00:00:00.166667Z,,,,,,59.5991,0.3017,1457.6223,8.1443,59.8023,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-017,motor,1,2026-01-01T00:00:00.177778Z,,,,,,62.3342,0.288,1468.672,7.9611,50.9985,,,,,,,,,NORMAL,False,
budgeted_800k_s0_s1_s2,S2_HYBRID,s2_90_outage_120_rep3_full_20260504_013601,motor-018,motor,1,2026-01-01T00:00:00.188889Z,,,,,,63.9491,0.3494,1459.951,9.0974,60.4653,,,,,,,,,NORMAL,False,
