experimentId,scenario,runId,deviceId,deviceType,sequence,sensorTimestamp,edgeReceivedTimestamp,normalizedTimestamp,filteredTimestamp,anomalyTimestamp,cloudReceivedTimestamp,temperature,vibration,rpm,current,load,pressure,flowRate,speed,motorCurrent,level,inletFlow,outletFlow,valveState,status,isAnomaly,anomalyType
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-001,motor,1,2026-01-01T00:00:00.000000Z,,,,,,63.1402,0.3852,1453.4855,8.9823,64.1969,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-002,motor,1,2026-01-01T00:00:00.010000Z,,,,,,60.9122,0.229,1434.8416,8.7222,63.4103,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-003,motor,1,2026-01-01T00:00:00.020000Z,,,,,,64.1519,0.2172,1467.8963,7.4723,46.3948,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-004,motor,1,2026-01-01T00:00:00.030000Z,,,,,,58.5184,0.1961,1467.7552,7.8529,44.0499,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-005,motor,1,2026-01-01T00:00:00.040000Z,,,,,,60.8288,0.2986,1445.4474,8.7001,62.3219,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-006,motor,1,2026-01-01T00:00:00.050000Z,,,,,,58.771,0.3049,1460.7231,8.1868,54.705,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-007,motor,1,2026-01-01T00:00:00.060000Z,,,,,,57.612,0.2336,1444.3003,8.5658,55.5458,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-008,motor,1,2026-01-01T00:00:00.070000Z,,,,,,61.745,0.3044,1437.803,8.944,62.6811,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-009,motor,1,2026-01-01T00:00:00.080000Z,,,,,,63.1609,0.275,1460.9181,7.7146,49.9029,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-010,motor,1,2026-01-01T00:00:00.090000Z,,,,,,61.1272,0.2266,1452.4851,9.3606,69.516,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-011,motor,1,2026-01-01T00:00:00.100000Z,,,,,,61.0921,0.2909,1451.6945,8.8485,66.5564,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-012,motor,1,2026-01-01T00:00:00.110000Z,,,,,,59.2295,0.3396,1470.1053,8.5249,61.4723,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-013,motor,1,2026-01-01T00:00:00.120000Z,,,,,,57.3229,0.24,1452.1698,7.872,49.1776,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-014,motor,1,2026-01-01T00:00:00.130000Z,,,,,,59.2935,0.2538,1443.9713,8.6794,64.0119,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-015,motor,1,2026-01-01T00:00:00.140000Z,,,,,,63.0483,0.2831,1459.106,8.5287,56.3834,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-016,motor,1,2026-01-01T00:00:00.150000Z,,,,,,61.445,0.1466,1432.1405,8.4776,55.3058,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-017,motor,1,2026-01-01T00:00:00.160000Z,,,,,,61.7744,0.2662,1438.9159,8.5547,58.1076,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-018,motor,1,2026-01-01T00:00:00.170000Z,,,,,,64.8164,0.2223,1437.6098,8.5597,61.2568,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-019,motor,1,2026-01-01T00:00:00.180000Z,,,,,,57.5514,0.2851,1474.5343,7.6454,45.8567,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,motor-020,motor,1,2026-01-01T00:00:00.190000Z,,,,,,64.4727,0.301,1453.3903,8.091,52.3766,,,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-001,pump,1,2026-01-01T00:00:00.200000Z,,,,,,49.1206,0.1957,,6.2268,,3.8088,26.7769,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-002,pump,1,2026-01-01T00:00:00.210000Z,,,,,,53.396,0.1813,,6.3267,,3.6037,28.5253,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-003,pump,1,2026-01-01T00:00:00.220000Z,,,,,,49.9472,0.1853,,6.2731,,3.8429,29.6573,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-004,pump,1,2026-01-01T00:00:00.230000Z,,,,,,51.5762,0.234,,6.765,,3.9802,34.0889,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-005,pump,1,2026-01-01T00:00:00.240000Z,,,,,,52.2224,0.2213,,6.1994,,3.6533,31.0246,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-006,pump,1,2026-01-01T00:00:00.250000Z,,,,,,48.53,0.27,,6.2039,,3.0662,28.2323,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-007,pump,1,2026-01-01T00:00:00.260000Z,,,,,,52.8072,0.2163,,6.3471,,2.9728,34.5073,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-008,pump,1,2026-01-01T00:00:00.270000Z,,,,,,52.1572,0.2566,,6.3063,,3.4185,30.135,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-009,pump,1,2026-01-01T00:00:00.280000Z,,,,,,47.0125,0.2284,,6.1219,,3.1961,28.8725,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-010,pump,1,2026-01-01T00:00:00.290000Z,,,,,,47.7174,0.2629,,6.5607,,3.9497,31.0485,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-011,pump,1,2026-01-01T00:00:00.300000Z,,,,,,48.3537,0.179,,6.4137,,3.6176,32.3871,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,pump-012,pump,1,2026-01-01T00:00:00.310000Z,,,,,,49.598,0.2655,,6.4905,,3.4128,33.1767,,,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,conveyor-001,conveyor,1,2026-01-01T00:00:00.320000Z,,,,,,,0.3338,,,40.2649,,,1.3364,6.2395,,,,,NORMAL,False,
phase1_exp_50_100mps,LOCAL_ONLY,exp_50_devices_100mps_rep1,conveyor-002,conveyor,1,2026-01-01T00:00:00.330000Z,,,,,,,0.4661,,,69.3298,,,1.3986,8.6673,,,,,NORMAL,False,
